author,publications
Doolittle RF,4
Shih SJ,1
Dall'Era MA,1
Westphal JR,1
Yang J,13
Sweep CG,1
Gandour-Edwards R,1
Evans CP,1
Dillow AM,1
Fiorentino F,1
Magli MC,1
Podini D,1
Ferraretti AP,1
Nuccitelli A,1
Vitale N,1
Baldi M,1
Gianaroli L,1
Tripodi A,30
Casonato A,23
Pontara E,14
Bertomoro A,10
Cattini MG,4
Soldera C,1
Girolami A,73
Kato T,15
Kameoka S,8
Kimura T,11
Nishikawa T,8
Kobayashi M,10
Bouwmeester FW,1
Jonkhoff AR,1
Verheijen RH,1
van Geijn HP,1
Pufe T,6
Petersen W,6
Kurz B,2
Tsokos M,2
Tillmann B,3
Mentlein R,2
Durisová M,3
Dedík L,3
Oga M,1
Takenaga K,1
Sato Y,4
Nakajima H,2
Koshikawa N,1
Osato K,1
Sakiyama S,1
Grimm D,3
Zhou S,33
Nakai H,27
Thomas CE,2
Storm TA,5
Fuess S,3
Matsushita T,52
Allen J,4
Surosky R,1
Lochrie M,2
Colosi P,6
Wang W,12
Wang YJ,3
Kelner DN,2
Bloemenkamp KW,3
Helmerhorst FM,3
Vandenbroucke JP,8
Azam J,1
Grandjean H,2
Boneu B,8
Fournié A,2
Blostein MD,7
Furie BC,34
Rajotte I,1
Furie B,37
Lee WH,3
Zhuang QY,1
Zhang Y,36
Bolton-Maggs PH,17
Pasi KJ,44
Kannan S,3
Meert KL,1
Mooney JF,1
Hillman-Wiseman C,4
Warrier I,17
Norrby K,2
Ridell B,1
Seo IS,1
Min KW,2
Lee JW,1
Wu SC,2
Tian XC,1
Barber M,1
Hoagland T,1
Riesen J,1
Lee KH,2
Tu CF,4
Cheng WT,3
Buttyan R,1
Chichester P,1
Stisser B,1
Matsumoto S,5
Ghafar MA,1
Levin RM,1
Chowdhury MR,6
Tiwari M,1
Kabra M,7
Menon PS,3
Ledgerwood AM,8
Lucas CE,7
Branović K,3
Buchacher A,12
Barut M,4
Strancar A,7
Josic D,20
Fahs SA,13
Kroner PA,3
Powell JS,20
Lusher JM,53
Moon TE,1
Cole V,1
Ramanathan-Girish S,1
Roehl H,1
Sajjadi N,1
Jolly DJ,4
Hurst D,8
Rup B,4
Seetharam S,1
Murphy K,2
Atkins C,1
Feuerstein G,4
Chabanel A,1
Sensebé I,1
Masse M,1
Maurel JP,1
Plante J,1
Hivet D,1
Kannengiesser C,1
Naegelen C,2
Joussemet M,1
Marchesseau B,1
Rasongles P,1
Proust F,1
David C,1
Montembault AM,2
Bergeat P,1
Mozos E,2
Herráez P,1
Pérez J,2
Fernández A,1
Blanco A,3
Martín MP,1
Jover A,1
Chhieng DC,1
Tabbara SO,1
Marley EF,1
Talley LI,1
Frost AR,1
Castaldo G,8
Nardiello P,3
Bellitti F,1
Santamaria R,2
Rocino A,43
Coppola A,44
di Minno G,1
Salvatore F,2
Sun AP,1
Ohtsuki Y,3
Fujita J,3
Ishida T,7
Yoshinouchi T,2
Kohno N,1
Fontes EM,1
Amorim L,2
Carvalho SM,1
Farah MB,1
den Bakker MA,1
Flood SJ,1
Kliffen M,1
Chen SS,2
Revoltella RP,2
Papini S,1
Michelini M,1
Fitzgerald W,1
Zimmerberg J,2
Margolis L,2
Hisatake GM,1
Chen TW,1
Renz JF,1
Farmer DG,1
Ghobrial RM,1
Yersiz H,1
Amado RG,1
Goldstein L,1
Busuttil RW,2
Baccarani U,1
Sanna A,1
Cariani A,1
Sainz-Barriga M,1
Adani GL,1
Zambito AM,1
Piccolo G,1
Risaliti A,1
Nanni-Costa A,1
Ridolfi L,1
Scalamogna M,1
Bresadola F,1
Donini A,1
Qian X,3
Turner PV,1
Tinlin SJ,1
Webster SE,1
Deering SH,1
Landy HJ,1
Tchabo N,1
Kessler C,19
Inan S,1
Kuscu NK,1
Vatansever S,1
Ozbilgin K,1
Koyuncu F,1
Sayhan S,1
Unterhauser F,1
Zantop T,2
Südkamp NP,2
Nichols CE,2
Smith JC,1
Lane HA,1
Lewis J,2
Dann S,1
Goodfellow J,2
Collins P,24
Evans LM,1
Scanlon MF,1
Davies JS,1
Liu YL,8
Dobrzynski E,9
Kaufhold A,2
Liu JH,3
de Lange M,2
Snieder H,3
Ariëns RA,4
Andrew T,1
Grant PJ,28
Spector TD,4
Yang L,28
Manithody C,11
Rezaie AR,25
Ruef J,1
Katus HA,1
Thiagarajan RR,1
Roth SJ,1
Margossian S,1
Mackie AS,1
Neufeld EJ,24
Forbess JM,1
Blume ED,1
Giannini S,1
Christ G,1
Bieglmayer C,1
Stain M,6
Kuhn JG,10
Seremetis SV,5
Pound ML,1
Takeshima K,2
Smith C,4
Tait J,1
Fujikawa K,16
Kootstra NA,2
Matsumura R,1
Verma IM,14
Nichols WC,7
Bernat JA,1
Seligsohn U,29
Schulte-Overberg U,1
de Bosch NB,2
Ruiz-Saez A,2
White GC,12
Oertel M,1
Rosencrantz R,1
Chen YQ,3
Thota PN,1
Sandhu JS,1
Dabeva MD,1
Pacchia AL,1
Adelson ME,1
Dougherty JP,2
Shafritz DA,1
Pascaud MA,1
Griscelli F,1
Raoul W,2
Opolon P,1
Raffestin B,1
Perricaudet M,1
Adnot S,1
Eddahibi S,1
Prall F,1
Gringmuth U,1
Nizze H,1
Barten M,1
Petratos PB,1
Chen J,42
Soslow RA,1
Bleustein CB,1
Felsen D,2
Poppas DP,2
Magro CM,5
Pope-Harman A,2
Waldman WJ,3
Moh P,1
Rothrauff S,1
Ross P Jr,2
Kurekci AE,2
Gokce H,1
Okada M,3
Isawa H,2
Morita A,3
Yuda M,3
Chinzei Y,3
Petrini P,36
McCready M,1
Achonu C,2
Abdolell M,1
Rivard G,7
Shapiro AD,55
Ito A,2
Kazama T,1
Ito K,7
Ito M,12
Neff TA,2
Doelberg M,2
Jungheinrich C,4
Sauerland A,1
Spahn DR,6
Stocker R,1
Sorenson JR,2
Jennings-Grant T,2
Newman J,4
Fuse I,1
Higuchi W,1
Mito M,1
Aizawa Y,2
Walker IR,7
Sek JT,1
Almonte TM,1
Carruthers JB,1
Chan AK,15
Pai MK,3
Thibault AA,1
Heddle NM,3
Imai C,1
Kakihara T,1
Iwabuchi H,1
Tanaka A,1
Furukawa T,2
Uchiyama M,1
Mizuno R,2
Yokoyama Y,3
Ono N,2
Ikomi F,1
Ohhashi T,1
Shukla J,3
Singhal R,1
Garbyal RS,1
Singh VP,3
Dube B,2
Doyle S,1
O'Brien P,1
Fleming C,1
Karttunen V,2
Hiltunen L,2
Rasi V,14
Vahtera E,4
Hillbom M,4
Shikamoto Y,4
Fujimoto Z,4
Watanabe J,3
Kudoh T,1
Hori T,2
Hatakeyama N,1
Mizue N,1
Oda T,1
Tsutsumi H,2
Kiely PD,1
McMahon C,6
Smith OP,17
Moore DP,2
Globe DR,3
Cunningham WE,2
Andersen R,2
Dietrich SL,7
Curtis RG,6
Parish KL,3
Miller RT,3
Sanders NL,4
Kominski G,2
Kisker CT,6
Eisberg A,1
Schwartz B,4
Panicker J,1
Thomas R,2
Shibata M,13
Misu H,1
Okimoto Y,1
Giddings JC,30
Hilgartner MW,25
Makipernaa A,1
Dimichele DM,4
Gruppo RA,8
Brown D,14
Wilkes MM,4
Navickis RJ,4
Stonebraker JS,11
Amand RE,3
Nagle AJ,2
Kaminishi Y,1
Aizawa K,2
Saito T,10
Misawa Y,1
Madoiwa S,20
Sakata Y,27
Kracht LW,1
Friese M,1
Herholz K,1
Schroeder R,1
Bauer B,1
Jacobs A,1
Heiss WD,1
Li W,14
Keller GA,1
De Cristofaro R,9
De Filippis V,1
Cakmak S,2
Derex L,3
Berruyer M,7
Nighoghossian N,3
Philippeau F,3
Adeleine P,1
Hermier M,2
Froment JC,1
Trouillas P,3
Oger E,1
Lacut K,3
Van Dreden P,2
Bressollette L,2
Abgrall JF,2
Blouch MT,3
Scarabin PY,2
Mottier D,2
Artemenko NA,1
Sizyakina LP,1
Ghaffar H,1
Parwani A,1
Rosenthal DL,1
Baehner F,1
Sudilovsky D,2
Veldman A,8
Hoffman M,33
Ehrenforth S,12
Kieber-Emmons T,1
Piquer D,2
Laine E,1
Steadman R,2
Calhoun L,1
Blackall D,1
Levin P,1
Braunfeld M,1
Nourmand H,1
Neelakanta G,1
Ting L,1
Gornbein J,1
Busuttil R,1
Petz L,1
Roberts PL,9
Dunkerley C,2
Partsch H,1
Linden JV,1
Kolakoski MH,1
Lima JE,1
Du P,1
Lipton RA,3
Erem C,5
Kavgaci H,1
Ersöz HO,1
Hacihasanoglu A,3
Ukinç K,2
Karti SS,2
Deger O,1
Telatari M,1
Liu Q,21
Chen JS,4
Sommer SS,78
David A,5
Cook T,4
Waddington S,5
Peebles D,3
Nivsarkar M,2
Knapton H,1
Miah M,2
Dahse T,2
Noakes D,1
Schneider H,8
Rodeck C,4
Coutelle C,8
Themis M,8
Hokanson CA,1
Dora E,1
Donahue BA,5
Rivkin M,1
Finer M,1
Mendez MJ,1
Gulbins H,6
Goldemund A,5
Anderson I,2
Haas U,1
Uhlig A,2
Meiser B,4
Reichart B,6
Zang J,2
Teng M,2
Niu L,2
Castro HC,1
Lemos MG,1
Bon C,3
Zingali RB,1
Rodriguez-Merchan EC,29
Mariani G,27
Siragusa S,8
Kroner BL,4
Fijnvandraat K,63
Bril WS,5
Ljung R,93
Tedgård U,6
Goodeve AC,13
Peake IR,38
Michiels JJ,12
Peng PD,1
Gomez-Villamandos JC,1
Salguero FJ,3
Ruiz-Villamor E,2
Sánchez-Cordón PJ,4
Bautista MJ,4
Sierra MA,1
Shirley SE,1
Duncan ND,1
Escoffery CT,1
West AB,1
Abramson LP,2
Stellmach V,1
Doll JA,2
Cornwell M,2
Arensman RM,2
Grundy PE,1
Rademaker AW,3
Helenowski I,2
Katzenstein HM,1
Reynolds M,2
Kim R,2
Murakami S,3
Toge T,1
Philips SM,1
Onis SJ,1
Kelleher AA,1
De Souza AC,1
Pepper JR,1
Fuchs S,2
Baffour R,2
Vodovotz Y,2
Shou M,1
Stabile E,1
Tio FO,1
Leon MB,1
Kornowski R,1
Baudo F,22
de Cataldo F,6
Cantile C,2
Baroni M,4
Tartarelli CL,2
Campani D,1
Salvadori C,3
Arispici M,1
Pollard RE,1
Sadlowski AR,1
Bloch SH,1
Murray L,1
Wisner ER,1
Griffey S,1
Ferrara KW,1
Abdollahi M,1
van der Bom JG,44
Mauser-Bunschoten EP,54
Fischer K,110
van den Berg HM,50
Hirt RP,1
Lal K,1
Snell P,1
Elgar G,2
Cox JJ,1
Holden ST,1
Dee S,1
Burbridge JI,1
Raymond FL,1
Tek I,3
Arslan O,1
Arat M,2
Ozcan M,2
Akdağ B,1
Ilhan O,1
Haverkate F,7
Nakauchi-Tanaka T,1
Sohda S,1
Someya K,1
Kono K,1
Hamada H,2
Yoshikawa H,3
Mah C,3
Zolotukhin I,9
Schleissing M,1
Xiao X,11
Byrne BJ,5
Bauduer F,3
Delpy P,1
Borde C,1
Ducout L,3
Boutin JB,1
Mukherjee S,5
Mukhopadhyay A,6
Chaudhuri K,2
Yenchitsomanus P,5
Akkarapatumwong V,5
Pung-Amritt P,5
Intorasoot S,2
Thanootarakul P,3
Oranwiroon S,5
Veerakul G,6
Mahasandana C,7
Leissinger C,28
Stabler S,1
Schwartz BA,2
White G,7
Dasani H,8
Massion C,1
Schindel F,1
Vossebeld PJ,1
Tissing MH,1
Van Den Berg HM,5
Leebeek FW,19
De Goede-Bolder A,2
NovAkovA IR,1
Gerrits WB,1
Koopman MM,8
Faber A,3
Hiemstra H,3
Grob P,1
Strengers PF,6
Smith MP,16
Nakamura F,2
Goshima Y,1
Nogami K,103
Wakabayashi H,38
Fay PJ,95
Pozzi S,1
Luppi M,2
Cappi C,1
Morselli M,1
Bitzer M,1
Ungerechts G,1
Bossow S,1
Graepler F,1
Sedlmeier R,1
Armeanu S,1
Bernloehr C,1
Spiegel M,1
Gross CD,1
Gregor M,1
Neubert WJ,1
Lauer UM,1
Hiripi L,2
Makovics F,1
Halter R,2
Baranyi M,1
Paul D,3
Carnwath JW,2
Bösze Z,2
Niemann H,2
Onay UV,1
Kavakli K,38
Kilinç Y,3
Aktuğlu G,2
Kemahli S,2
Ozbek U,1
Cağlayan SH,5
Salomon O,9
Zivelin A,22
Livnat T,21
Dardik R,8
Loewenthal R,1
Avishai O,1
Steinberg DM,1
Rosove MH,2
O'Connell N,6
Schobersberger W,2
Fries D,2
Mittermayr M,2
Innerhofer P,2
Sumann G,1
Schobersberger B,1
Klingler A,2
Stöllnberger V,1
Fischbach U,1
Gunga HC,2
Hahn R,3
Berger E,3
Pflegerl K,4
Jungbauer A,10
Huang SM,2
Lee HL,1
Wu TJ,1
Ohba N,1
Maeda M,4
Sakamoto H,2
Kiyama H,1
Ishii M,3
Muraoka M,1
Kaneda K,6
Reis-Filho JS,1
Faoro LN,1
Gasparetto EL,1
Totsugui JT,1
Schmitt FC,4
Ovanesov MV,18
Lopatina EG,2
Ul'yanova LI,2
Plyushch OP,6
Butilin AA,1
Ataullakhanov FI,16
Cho MS,3
Yee H,2
Brown C,7
Mei B,12
Mirenda C,1
Sclimenti CR,1
Neviaser AS,1
Baba EJ,1
Calos MP,8
Favia G,1
Lo Muzio L,2
Serpico R,1
Maiorano E,2
Nowak-Göttl U,20
Escuriola C,2
Kurnik K,38
Schobess R,6
Horneff S,9
Kosch A,2
Pollmann H,23
Beke A,1
Bán Z,1
Nagy B,1
Tóth-Pál E,1
Papp C,1
Csaba A,1
Papp Z,1
Kallas A,5
Pooga M,3
Goh SG,1
Chuah KL,1
Goh HK,1
Chen YY,3
Lee SH,8
Horan P,1
Drake M,1
Patterson RN,1
Cuthbert RJ,7
Carey D,2
Johnston SD,2
Mathew P,21
Greist A,5
Maahs JA,1
Lichtenberg EC,1
Saba HI,2
Morelli GA,1
Azam RR,1
Klein CJ,1
Letson GD,1
Karimipoor M,5
Zeinali S,10
Lak M,8
Safaee R,2
Winikoff R,5
Boulanger A,2
Robinson P,1
St-Louis J,21
Van Damme A,7
Dell'accio F,1
De Bari C,2
Luyten F,2
Hilberg T,18
Herbsleb M,4
Puta C,1
Gabriel HH,3
Schramm W,32
Radossi P,20
Baggio R,2
Petris U,1
De Biasi E,4
Risato R,5
Davoli PG,4
Tagariello G,36
Kessler CM,51
Bedrosian CL,3
Schmidt AE,8
Bajaj SP,40
Moayeri M,3
Ramezani A,4
Hawley RG,6
Castaman G,77
Rodeghiero F,25
Gagnon E,1
Cattaruzzi P,1
Griffith M,2
Muzakare L,1
LeFlao K,1
Faure R,1
Béliveau R,1
Hussain SN,1
Koutsilieris M,1
Doillon CJ,1
Chotsuppakarn S,1
Pintadit P,8
Patnaik AK,2
Lieberman PH,2
Erlandson RA,2
Antonescu C,1
Gregory M,2
Hanumanthaiah R,2
Jagadeeswaran P,11
Allen GA,5
Roberts HR,74
Monroe DM 3rd,2
Wagner K,1
Sabatino D,3
Margaritis P,14
De Lorenzo F,1
Xiao H,3
Scully M,4
Kadziola Z,1
Kakkar VV,13
Lorenz R,3
Kienast J,2
Otto U,2
Egger K,1
Kiehl M,2
Schreiter D,2
Kwasny H,1
Haertel S,2
Barthels M,5
High K,4
Imamura M,3
Nakano Y,3
Ogata Y,3
Terano T,1
Komori K,2
Inoguchi H,1
Shoji T,1
Furuyama T,1
Sakamoto A,2
Sugimachi K,6
Steptoe A,2
Kunz-Ebrecht S,1
Jones SB,1
Whitten CW,1
Despotis GJ,2
Monk TG,1
Kaymak B,1
Ozçakar L,1
Cetin A,1
Erol K,1
Birsin Ozçakar Z,1
Shi BM,1
Wang XY,1
Mu QL,1
Wu TH,1
Liu HJ,1
Yang Z,6
Gao C,4
Sands MS,1
Cai SR,1
McCorquodale S,3
Ponder KP,5
Himmelspach M,2
Richter G,2
Muhr E,1
Varadi K,6
Schlokat U,4
Thiec F,1
Cherel G,3
Christophe OD,22
Koibuchi T,1
Takahashi T,5
Nakamura T,6
Suzuki M,11
Minamoto F,1
Oyaizu N,1
Yazawa K,3
Mikami Y,4
Iwamoto A,1
Paradis SG,3
Rohlena J,2
Kolkman JA,6
Boertjes RC,3
Mertens K,73
Lenting PJ,48
Bovenschen N,13
van Stempvoort G,3
Meijer AB,29
Herz J,2
Grimbergen JM,1
Havekes LM,5
van Vlijmen BJ,7
Graf LL,1
Welsh CH,1
Qamar Z,1
Marlar RA,16
Shi J,10
Gilbert GE,37
Deitcher SR,6
Carman TL,1
Kottke-Marchant K,2
Lindhoff-Last E,8
Wenning B,1
Stein M,1
Gerdsen F,1
Bauersachs R,3
Wagner R,3
Krebsbach PH,1
Malik AK,3
Kurachi K,52
Chew AJ,2
Hutchison S,1
Larson PJ,9
Tai SJ,6
Thompson A,2
Ozelo M,11
Leonard DG,2
Johnson FA,1
Scallan C,4
Skarsgard E,2
Flake AW,6
Glader B,7
Zhen Z,2
Schmidt KM,3
Adeniyi A,1
Brancati FL,3
Desvorieux M,1
Taylor H,1
Baikar VM,1
Kamath MV,2
Vishwanathan C,1
Varadkar AM,1
Bharmal SE,1
Velsher L,1
Massager N,1
DeVriendt D,1
David P,2
De Smedt F,1
Rorive S,1
Major O,1
Fazekas I,1
Vitanovics D,1
Csonka E,1
Kocsis B,1
Bori Z,1
Kemeny AA,1
Nagy Z,2
Tsai AW,1
Rosamond WD,6
Heckbert SR,10
Tracy RP,18
Aleksic N,8
Nicolò M,2
Birò A,2
Cardillo-Piccolino F,1
Castellani P,2
Giovannini A,2
Mariotti C,2
Zingirian M,2
Neri D,2
Zardi L,3
Mansour-Ghanaei F,1
Fallah MS,1
Shafaghi A,1
Yousefi-Mashhoor M,1
Ramezani N,1
Farzaneh F,1
Nassiri R,1
Vora HH,4
Shah NG,4
Patel DD,5
Trivedi TI,4
Chikhlikar PR,4
Arakawa A,1
Soh S,1
Chakraborty S,3
Scardino PT,1
Wheeler TM,1
Chung S,1
Hazen A,1
Levine JP,1
Baux G,1
Olivier WA,1
Yee HT,1
Margiotta MS,1
Karp NS,1
Gurtner GC,2
Aktimur A,1
Gabriel MA,2
Gailani D,39
Toomey JR,10
Gökçe H,1
Grünewald M,2
Grünewald A,1
Konegen A,1
Koksch M,1
Griesshammer M,2
Risbud MV,1
Dabhade R,1
Gangal S,1
Bhonde RR,1
Font J,1
Espinosa G,3
Tàssies D,6
Pino M,3
Khamashta MA,1
Gallart T,1
Cervera R,2
Hughes GR,1
Ingelmo M,1
Reverter JC,11
Day K,1
He M,3
Wen Z,1
He X,8
Xiong S,2
Liu F,6
Xu J,16
Li J,37
Xie Q,1
Jian Z,1
Chen F,5
Xiao B,5
Pu X,1
Green AE,1
McCrae K,1
Rose PG,1
Alcalay M,3
Deplas A,1
Hicks K,1
Peng D,1
Gajewski JL,1
Hallgren KW,6
Hommema EL,3
McNally BA,3
Berkner KL,10
Carvalho A,2
Leitão J,1
Louro E,1
Maia R,1
Geraldes C,1
Ventura C,2
Silvestre M,1
Porto A,1
Kurachi S,21
Nifong TP,1
Light J,1
Wenk RE,1
Post MS,1
Van Der Mooren MJ,1
Zweegman S,1
Van Baal WM,1
Kenemans P,1
Stehouwer CD,1
Iversen PO,1
Groot PD,1
Hjeltnes N,1
Andersen TO,2
Mowinckel MC,3
Sandset PM,8
Verlinsky Y,7
Rechitsky S,5
Verlinsky O,2
Kenigsberg D,1
Moshella J,1
Ivakhnenko V,2
Masciangelo C,1
Strom C,4
Kuliev A,5
Kyriakou DS,1
Alexandrakis MG,1
Passam FH,1
Foundouli K,1
Matalliotakis E,1
Koutroubakis IE,1
Kourelis TV,1
Chalkiadakis G,1
Manoussos ON,1
Zawadzki A,1
Tseng JC,1
Levin B,1
Hirano T,2
Pampeno C,1
Meruelo D,1
Shao L,1
Luo Y,6
Moloney DJ,2
Haltiwanger R,1
Nyska A,1
Moomaw CR,1
Foley JF,1
Maronpot RR,1
Malarkey DE,2
Cummings CA,1
Peddada S,1
Moyer CF,3
Allen DG,1
Travlos G,1
Chan PC,1
Alfthan G,1
Kervinen K,1
Kesäniemi YA,1
Kishore J,1
Kapoor A,1
Deng A,1
Bernard Collins A,1
Adams PW,1
Kelsey M,1
Ross P,2
Chang SJ,1
Koh SB,1
Cha BS,1
Park JK,3
Kirschbaum N,1
Wood L,2
Lachenbruch P,1
Weinstein M,5
Daas A,3
Rautmann G,1
Spieser JM,1
Buchheit KH,5
Belgacem O,2
Pock K,6
Sutton C,1
Rizzi A,3
Allmaier G,7
Tucker OP,1
Syburra T,2
Augstburger M,1
van Melle G,1
Gebhard S,1
Bosman F,1
von Segesser LK,1
Novokhatny V,2
El-Hazmi MA,2
Sichler K,4
Kopetzki E,6
Huber R,6
Bode W,10
Hopfner KP,6
Brandstetter H,12
Gasinska A,1
Urbanski K,1
Adamczyk A,1
Pudelek J,1
Lind BK,1
Brahme A,1
Penning-van Beest FJ,1
Gómez García EB,1
van der Meer FJ,8
van Meegen E,1
Stricker BH,1
Robson SC,3
Simpson H,1
Ball E,1
Lyall F,1
Bulmer JN,3
Gallistl S,5
Cvirn G,7
Leschnik B,6
Muntean W,16
Bombeli T,3
Jutzi M,1
De Conno E,1
Seifert B,4
Fehr J,1
Berry CN,1
Lassalle G,1
Lunven C,1
Altenburger JM,1
Guilbert F,1
Lalé A,1
Hérault JP,3
Lecoffre C,1
Pfersdorff C,1
O'Connor SE,1
Smith J,13
Goonan C,1
Byrne M,11
Fujii T,12
Sudo T,1
Sueyoshi S,1
Tanaka T,8
Fujita H,3
Shirouzu K,1
Ban S,2
Toyonaga A,1
Kato S,3
Yamana H,1
Hakeos WH,1
Miao H,7
Kemball-Cook G,39
Lenzi JA,2
Mota EM,2
Pelajo-Machado M,1
Vale LS,1
Vale BS,1
Andrade ZA,2
Lenzi HL,5
Pawlinski R,4
Fernandes A,1
Kehrle B,1
Pedersen B,1
Parry G,2
Erlich J,1
Pyo R,1
Gutstein D,1
Castellino F,1
Melis E,1
Carmeliet P,1
Baretton G,2
Luther T,1
Taubman M,1
Rosen E,1
Mackman N,13
Schmidt K,3
Mogami M,1
Hida H,1
Hayashi Y,4
Kohri K,1
Kodama Y,1
Gyun Jung C,1
Nishino H,3
Blümel J,2
Schmidt I,2
Effenberger W,7
Seitz H,2
Willkommen H,2
Löwer J,5
Eis-Hübinger AM,3
Tousoulis D,1
Davies G,1
Ambrose J,1
Tentolouris C,1
Stefanadis C,1
Toutouzas P,1
Walston J,2
McBurnie MA,1
Newman A,1
Kop WJ,1
Hirsch CH,1
Gottdiener J,1
Fried LP,5
Unger RE,1
Oltrogge JB,1
von Briesen H,1
Engelhardt B,1
Woelki U,1
Schlote W,3
Bratzke H,1
Kirkpatrick CJ,2
Atoda H,14
Kaneko H,4
Ural AU,3
Yilmaz MI,1
Avcu F,1
Yalcin A,1
Borsi L,1
Carnemolla B,1
Dorcaratto A,1
Viale GL,1
Berliner JI,1
Rybicki AC,1
Kaplan RC,2
Monrad ES,1
Freeman R,1
Billett HH,2
Numasaki M,1
Fukushi J,1
Ono M,2
Narula SK,1
Zavodny PJ,1
Kudo T,8
Robbins PD,1
Tahara H,4
Lotze MT,1
Perez R,2
Martinez RL,1
Piñero A,1
Sosa R,1
Mishra V,1
Tjønnfjord GE,16
Paus AC,2
Vaaler S,1
Jenkins CE,1
Weatherill PJ,1
Webb PD,1
Tengborn L,24
Jijina F,11
Madkaikar M,3
Molho P,3
Roosendaal G,20
De Kleijn P,6
Grobbee DE,9
Degioanni A,1
Scribans C,1
Dutour O,1
Barr RD,1
Saleh M,6
Furlong W,1
Horsman J,1
Sek J,2
Pai M,10
Walker I,21
Kakita A,2
Hayashi S,2
Moro F,1
Guerrini R,1
Ozawa T,2
Ono K,5
Kameyama S,1
Walsh CA,1
Takahashi H,15
Lin D,1
Zou S,1
Lu N,2
Wen P,1
Li L,17
Ameri A,4
Sueishi K,2
Kuwahara M,4
Schiedner G,1
Thorrez L,5
Brown B,6
Johnston M,3
Gillijns V,2
Hertel S,1
Van Rooijen N,2
Kochanek S,1
Turenhout EA,10
Kaijen PH,6
van den Brink EN,9
Mazurier C,31
Parquet-Gernez A,10
Gaucher C,7
Ekman M,7
Zwart-van Rijkom JE,2
Plug I,8
Leufkens HG,1
Broekmans AW,3
Delgado J,1
Villar A,8
Jimenez-Yuste V,12
Gago J,3
Quintana M,11
Hernandez-Navarro F,5
Von Depka M,2
Izumi M,2
Mochizuki M,3
Kuroda M,2
Iwaya K,1
Mukai K,5
Treesucon A,3
Petrarat S,1
Visudhiphan S,2
Yenchitsomanus PT,1
Kirsch K,1
Beneke R,1
Böning D,1
Hopfenmüller W,1
Leithäuser R,1
Hütler M,1
Röcker L,2
Acs N,1
Vajo Z,1
Miklos Z,1
Siklosi G,1
Paulin F,1
Felicetta JV,1
Székåcs B,1
Iberer G,2
Schwinn H,23
Auslender S,1
Barzilai A,3
Goldberg I,1
Kopolovic J,1
Trau H,1
Waddington SN,15
Buckley SM,6
Jezzard S,2
Tucker N,1
Dallman MJ,1
Soria JM,9
Almasy L,4
Souto JC,7
Buil A,2
Martinez-Sanchez E,1
Mateo J,10
Borrell M,5
Stone WH,1
Lathrop M,4
Fontcuberta J,12
Blangero J,4
Sallah S,7
Wan JY,2
Vantomme V,1
Buhot C,1
Burny W,1
Demotte N,1
Chaux P,1
Maillere B,1
van der Bruggen P,1
Demeuse P,1
Kerkhofs A,1
Struys-Ponsar C,1
Knoops B,1
Remacle C,1
van den Bosch de Aguilar P,1
Patel VA,2
Logan A,2
Watkinson JC,2
Uz-Zaman S,2
Sheppard MC,2
Ramsden JD,2
Eggo MC,2
Wiestner A,4
Cho HJ,2
Asch AS,2
Michelis MA,1
Zeller JA,1
Peerschke EI,4
Weksler BB,3
Schechter GP,2
Nico B,7
Corsi P,1
Vacca A,12
Roncali L,3
Olivares EC,2
Hollis RP,1
Chalberg TW,1
Hellstern P,21
Haubelt H,6
Xu CQ,1
Zeng YJ,2
Gregersen H,1
Brandonisio O,1
Fumarola L,1
Spinelli R,1
Gradoni L,1
Pandey GS,9
Phadke SR,2
Mittal B,2
Ten Boekel E,2
Bartels P,1
Brings HA,1
Waas JK,1
McCrae KR,4
Baele HR,1
Goldstone J,2
Bowdish ME,1
Weaver FA,1
Liebman HA,10
Rowe VL,1
Hood DB,1
Nuss R,10
Lear J,1
Wiedel J,4
Geraghty SJ,3
Hacker MR,4
Funk S,7
Kilcoyne RF,2
Murphy J,2
Libourel EJ,5
Bank I,6
Meinardi JR,3
Baljé -Volkers CP,1
Hamulyak K,9
Middeldorp S,15
van Pampus EC,3
Prins MH,13
Büller HR,25
van der Meer J,20
Srinivasan A,3
Mukhopadhyay S,2
Karim Z,1
Gupta RK,3
Gupta A,4
Wadhawan V,1
Dash D,1
Boisson-Vidal C,5
Haouam M,1
Lakhiari H,1
Huguet H,1
Dahri L,5
Sultan Y,52
Jozefonvicz J,6
Siali R,2
Begum M,1
Katabuchi H,2
Tashiro H,2
Suenaga Y,1
Okamura H,2
Turken O,1
Kunter E,1
Sezer M,2
Solmazgul E,1
Cerrahoglu K,1
Bozkanat E,1
Ozturk A,1
Ilvan A,1
Moons AH,1
Peters RJ,4
Cate Ht,1
Bauer KA,32
Vlasuk GP,2
Levi M,6
Lei S,1
Lei H,1
Gill J,6
Lester WA,1
Williams MD,10
Allford SL,2
Enayat MS,8
Machin SJ,19
Vogel JH,1
Nguyen H,1
Pritschet M,1
Van Wegen R,1
Konstantinov K,4
Schaefer J,1
Preziuso S,1
Taccini E,1
Braca G,1
Renzoni G,1
Feng J,11
Yan JY,1
Buzin CH,3
Towbin JA,1
Doering C,2
Craddock HN,4
Govers-Riemslag JW,4
Castoldi E,8
Gaich C,1
Driguez PA,1
Duchaussoy P,1
Petitou M,2
Makris M,69
Colvin B,3
Gupta V,2
Shields ML,1
Chang AC,1
Valleix S,3
